Age,Gender,Education Level,Job Title,Years of Experience,Salary
25,Male,High School,Junior Sales Associate,1,30000
32,Female,Master's Degree,Senior Software Engineer,7,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,55000
35,Male,PhD,Senior Research Scientist,10,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,45000
33,Male,Master's Degree,Senior Data Scientist,8,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,70000
38,Female,PhD,Senior Research Scientist,12,140000
25,Male,High School,Junior Sales Associate,1,30000
32,Female,Master's Degree,Senior Software Engineer,7,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,55000
35,Male,PhD,Senior Research Scientist,10,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,45000
33,Male,Master's Degree,Senior Data Scientist,8,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,70000
38,Female,PhD,Senior Research Scientist,12,140000
25,Male,High School,Junior Sales Associate,1,30000
32,Female,Master's Degree,Senior Software Engineer,7,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,55000
35,Male,PhD,Senior Research Scientist,10,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,45000
33,Male,Master's Degree,Senior Data Scientist,8,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,70000
38,Female,PhD,Senior Research Scientist,12,140000
25,Male,High School,Junior Sales Associate,1,30000
32,Female,Master's Degree,Senior Software Engineer,7,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,55000
35,Male,PhD,Senior Research Scientist,10,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,45000
33,Male,Master's Degree,Senior Data Scientist,8,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,70000
38,Female,PhD,Senior Research Scientist,12,140000
25,Male,High School,Junior Sales Associate,1,30000
32,Female,Master's Degree,Senior Software Engineer,7,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,55000
35,Male,PhD,Senior Research Scientist,10,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,45000
33,Male,Master's Degree,Senior Data Scientist,8,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,70000
38,Female,PhD,Senior Research Scientist,12,140000
25,Male,High School,Junior Sales Associate,1,30000
32,Female,Master's Degree,Senior Software Engineer,7,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,55000
35,Male,PhD,Senior Research Scientist,10,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,45000
33,Male,Master's Degree,Senior Data Scientist,8,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,70000
38,Female,PhD,Senior Research Scientist,12,140000
25,Male,High School,Junior Sales Associate,1,30000
32,Female,Master's Degree,Senior Software Engineer,7,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,55000
35,Male,PhD,Senior Research Scientist,10,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,45000
33,Male,Master's Degree,Senior Data Scientist,8,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,70000
38,Female,PhD,Senior Research Scientist,12,140000
25,Male,High School,Junior Sales Associate,1,30000
32,Female,Master's Degree,Senior Software Engineer,7,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,55000
35,Male,PhD,Senior Research Scientist,10,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,45000
33,Male,Master's Degree,Senior Data Scientist,8,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,70000
38,Female,PhD,Senior Research Scientist,12,140000
25,Male,High School,Junior Sales Associate,1,30000
32,Female,Master's Degree,Senior Software Engineer,7,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,55000
35,Male,PhD,Senior Research Scientist,10,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,45000
28,Female,Bachelor's Degree,Junior Software Engineer,2,48000
36,Male,Master's Degree,Senior Data Scientist,9,125000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
32,Male,Bachelor's Degree,Junior Marketing Manager,6,72000
39,Female,PhD,Senior Research Scientist,13,145000
26,Male,High School,Junior Sales Associate,2,31000
33,Female,Master's Degree,Senior Software Engineer,8,105000
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000
36,Male,PhD,Senior Research Scientist,11,135000
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000
34,Male,Master's Degree,Senior Data Scientist,9,125000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
32,Male,Bachelor's Degree,Junior Marketing Manager,6,72000
39,Female,PhD,Senior Research Scientist,13,145000
26,Male,High School,Junior Sales Associate,2,31000
33,Female,Master's Degree,Senior Software Engineer,8,105000
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000
36,Male,PhD,Senior Research Scientist,11,135000
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000
34,Male,Master's Degree,Senior Data Scientist,9,125000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
32,Male,Bachelor's Degree,Junior Marketing Manager,6,72000
39,Female,PhD,Senior Research Scientist,13,145000
26,Male,High School,Junior Sales Associate,2,31000
33,Female,Master's Degree,Senior Software Engineer,8,105000
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000
36,Male,PhD,Senior Research Scientist,11,135000
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000
34,Male,Master's Degree,Senior Data Scientist,9,125000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
32,Male,Bachelor's Degree,Junior Marketing Manager,6,72000
39,Female,PhD,Senior Research Scientist,13,145000
26,Male,High School,Junior Sales Associate,2,31000
33,Female,Master's Degree,Senior Software Engineer,8,105000
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000
36,Male,PhD,Senior Research Scientist,11,135000
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000
34,Male,Master's Degree,Senior Data Scientist,9,125000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
32,Male,Bachelor's Degree,Junior Marketing Manager,6,72000
39,Female,PhD,Senior Research Scientist,13,145000
26,Male,High School,Junior Sales Associate,2,31000
33,Female,Master's Degree,Senior Software Engineer,8,105000
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000
36,Male,PhD,Senior Research Scientist,11,135000
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000
34,Male,Master's Degree,Senior Data Scientist,9,125000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
32,Male,Bachelor's Degree,Junior Marketing Manager,6,72000
39,Female,PhD,Senior Research Scientist,13,145000
26,Male,High School,Junior Sales Associate,2,31000
33,Female,Master's Degree,Senior Software Engineer,8,105000
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000
36,Male,PhD,Senior Research Scientist,11,135000
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000
34,Male,Master's Degree,Senior Data Scientist,9,125000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
32,Male,Bachelor's Degree,Junior Marketing Manager,6,72000
39,Female,PhD,Senior Research Scientist,13,145000
26,Male,High School,Junior Sales Associate,2,31000
33,Female,Master's Degree,Senior Software Engineer,8,105000
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000
36,Male,PhD,Senior Research Scientist,11,135000
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000
34,Male,Master's Degree,Senior Data Scientist,9,125000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
32,Male,Bachelor's Degree,Junior Marketing Manager,6,72000
39,Female,PhD,Senior Research Scientist,13,145000
26,Male,High School,Junior Sales Associate,2,31000
33,Female,Master's Degree,Senior Software Engineer,8,105000
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000
36,Male,PhD,Senior Research Scientist,11,135000
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000
34,Male,Master's Degree,Senior Data Scientist,9,125000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
32,Male,Bachelor's Degree,Junior Marketing Manager,6,72000
39,Female,PhD,Senior Research Scientist,13,145000
26,Male,High School,Junior Sales Associate,2,31000
33,Female,Master's Degree,Senior Software Engineer,8,105000
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000
36,Male,PhD,Senior Research Scientist,11,135000
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000
34,Male,Master's Degree,Senior Data Scientist,9,125000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
32,Male,Bachelor's Degree,Junior Marketing Manager,6,72000
39,Female,PhD,Senior Research Scientist,13,145000
26,Male,High School,Junior Sales Associate,2,31000
33,Female,Master's Degree,Senior Software Engineer,8,105000
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000
36,Male,PhD,Senior Research Scientist,11,135000
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000
34,Male,Master's Degree,Senior Data Scientist,9,125000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
32,Male,Bachelor's Degree,Junior Marketing Manager,6,72000
39,Female,PhD,Senior Research Scientist,13,145000
26,Male,High School,Junior Sales Associate,2,31000
33,Female,Master's Degree,Senior Software Engineer,8,105000
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000
36,Male,PhD,Senior Research Scientist,11,135000
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000
34,Male,Master's Degree,Senior Data Scientist,9,125000
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000
32,Male,Bachelor's Degree,Junior Marketing Manager,6,72000
39,Female,PhD,Senior Research Scientist,13,145000
26,Male,High School,Junior Sales Associate,2,31000
33,Female,Master's Degree,Senior Software Engineer,8,105000
28,Male,Bachelor's Degree,Junior Data Analyst,3,52000
30,Female,Bachelor's Degree,Junior Marketing Manager,4,57000
36,Male,PhD,Senior Research Scientist,11,135000
27,Female,Bachelor's Degree,Junior Software Engineer,2,48000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
28,Female,Master's Degree,Marketing Manager,7,110000
34,Male,PhD,Director of Marketing,12,170000
31,Male,Bachelor's Degree,Sales Director,9,140000
24,Female,High School,Sales Associate,1,30000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
27,Female,Master's Degree,Content Marketing Manager,4,80000
33,Male,PhD,Sales Director,10,155000
21,Female,High School,Junior Sales Representative,0,25000
36,Male,Bachelor's Degree,Sales Manager,11,160000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
30,Male,Master's Degree,Financial Manager,7,120000
28,Female,PhD,Director of Marketing,6,105000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
28,Female,Master's Degree,Marketing Manager,7,110000
34,Male,PhD,Director of Marketing,12,170000
31,Male,Bachelor's Degree,Sales Director,9,140000
24,Female,High School,Sales Associate,1,30000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
27,Female,Master's Degree,Content Marketing Manager,4,80000
33,Male,PhD,Sales Director,10,155000
21,Female,High School,Junior Sales Representative,0,25000
36,Male,Bachelor's Degree,Sales Manager,11,160000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
30,Male,Master's Degree,Financial Manager,7,120000
28,Female,PhD,Director of Marketing,6,105000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
28,Female,Master's Degree,Marketing Manager,7,110000
34,Male,PhD,Director of Marketing,12,170000
31,Male,Bachelor's Degree,Sales Director,9,140000
24,Female,High School,Sales Associate,1,30000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
27,Female,Master's Degree,Content Marketing Manager,4,80000
33,Male,PhD,Sales Director,10,155000
21,Female,High School,Junior Sales Representative,0,25000
36,Male,Bachelor's Degree,Sales Manager,11,160000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
30,Male,Master's Degree,Financial Manager,7,120000
28,Female,PhD,Director of Marketing,6,105000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
28,Female,Master's Degree,Marketing Manager,7,110000
34,Male,PhD,Director of Marketing,12,170000
31,Male,Bachelor's Degree,Sales Director,9,140000
24,Female,High School,Sales Associate,1,30000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
27,Female,Master's Degree,Content Marketing Manager,4,80000
33,Male,PhD,Sales Director,10,155000
21,Female,High School,Junior Sales Representative,0,25000
36,Male,Bachelor's Degree,Sales Manager,11,160000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
30,Male,Master's Degree,Financial Manager,7,120000
28,Female,PhD,Director of Marketing,6,105000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
28,Female,Master's Degree,Marketing Manager,7,110000
34,Male,PhD,Director of Marketing,12,170000
31,Male,Bachelor's Degree,Sales Director,9,140000
24,Female,High School,Sales Associate,1,30000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
27,Female,Master's Degree,Content Marketing Manager,4,80000
33,Male,PhD,Sales Director,10,155000
21,Female,High School,Junior Sales Representative,0,25000
36,Male,Bachelor's Degree,Sales Manager,11,160000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
30,Male,Master's Degree,Financial Manager,7,120000
28,Female,PhD,Director of Marketing,6,105000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
28,Female,Master's Degree,Marketing Manager,7,110000
34,Male,PhD,Director of Marketing,12,170000
31,Male,Bachelor's Degree,Sales Director,9,140000
24,Female,High School,Sales Associate,1,30000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
27,Female,Master's Degree,Content Marketing Manager,4,80000
33,Male,PhD,Sales Director,10,155000
21,Female,High School,Junior Sales Representative,0,25000
36,Male,Bachelor's Degree,Sales Manager,11,160000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
30,Male,Master's Degree,Financial Manager,7,120000
28,Female,PhD,Director of Marketing,6,105000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
28,Female,Master's Degree,Marketing Manager,7,110000
34,Male,PhD,Director of Marketing,12,170000
31,Male,Bachelor's Degree,Sales Director,9,140000
24,Female,High School,Sales Associate,1,30000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
27,Female,Master's Degree,Content Marketing Manager,4,80000
33,Male,PhD,Sales Director,10,155000
21,Female,High School,Junior Sales Representative,0,25000
36,Male,Bachelor's Degree,Sales Manager,11,160000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
30,Male,Master's Degree,Financial Manager,7,120000
28,Female,PhD,Director of Marketing,6,105000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
28,Female,Master's Degree,Marketing Manager,7,110000
34,Male,PhD,Director of Marketing,12,170000
31,Male,Bachelor's Degree,Sales Director,9,140000
24,Female,High School,Sales Associate,1,30000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
27,Female,Master's Degree,Content Marketing Manager,4,80000
33,Male,PhD,Sales Director,10,155000
21,Female,High School,Junior Sales Representative,0,25000
36,Male,Bachelor's Degree,Sales Manager,11,160000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
30,Male,Master's Degree,Financial Manager,7,120000
28,Female,PhD,Director of Marketing,6,105000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
28,Female,Master's Degree,Marketing Manager,7,110000
34,Male,PhD,Director of Marketing,12,170000
31,Male,Bachelor's Degree,Sales Director,9,140000
24,Female,High School,Sales Associate,1,30000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
27,Female,Master's Degree,Content Marketing Manager,4,80000
33,Male,PhD,Sales Director,10,155000
21,Female,High School,Junior Sales Representative,0,25000
36,Male,Bachelor's Degree,Sales Manager,11,160000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
30,Male,Master's Degree,Financial Manager,7,120000
28,Female,PhD,Director of Marketing,6,105000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
28,Female,Master's Degree,Marketing Manager,7,110000
34,Male,PhD,Director of Marketing,12,170000
31,Male,Bachelor's Degree,Sales Director,9,140000
24,Female,High School,Sales Associate,1,30000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
27,Female,Master's Degree,Content Marketing Manager,4,80000
22,Female,High School,Sales Associate,0,25000
45,Male,Bachelor's Degree,Financial Manager,21,250000
31,Female,Master's Degree,Content Marketing Manager,8,120000
28,Male,Bachelor's Degree,Digital Marketing Manager,4,80000
29,Male,Bachelor's Degree,Senior Product Marketing Manager,6,100000
35,Female,PhD,Director of Marketing,12,170000
27,Male,High School,Sales Representative,3,50000
33,Female,Bachelor's Degree,Marketing Manager,9,140000
30,Male,Master's Degree,Financial Manager,7,120000
25,Female,Bachelor's Degree,Marketing Manager,2,55000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
29,Female,Master's Degree,Content Marketing Manager,4,80000
34,Male,PhD,Director of Marketing,12,170000
31,Male,Bachelor's Degree,Sales Director,9,140000
24,Female,High School,Sales Associate,1,30000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
27,Female,Master's Degree,Content Marketing Manager,4,80000
33,Male,PhD,Sales Director,10,155000
21,Female,High School,Junior Sales Representative,0,25000
36,Male,Bachelor's Degree,Sales Manager,11,160000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
30,Male,Master's Degree,Financial Manager,7,120000
28,Female,PhD,Director of Marketing,6,105000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
28,Female,Master's Degree,Marketing Manager,7,110000
34,Male,PhD,Director of Marketing,12,170000
31,Male,Bachelor's Degree,Sales Director,9,140000
24,Female,High School,Sales Associate,1,30000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
27,Female,Master's Degree,Content Marketing Manager,4,80000
33,Male,PhD,Sales Director,10,155000
21,Female,High School,Junior Sales Representative,0,25000
36,Male,Bachelor's Degree,Sales Manager,11,160000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
30,Male,Master's Degree,Financial Manager,7,120000
28,Female,PhD,Director of Marketing,6,105000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
28,Female,Master's Degree,Marketing Manager,7,110000
34,Male,PhD,Director of Marketing,12,170000
31,Male,Bachelor's Degree,Sales Director,9,140000
24,Female,High School,Sales Associate,1,30000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
27,Female,Master's Degree,Content Marketing Manager,4,80000
33,Male,PhD,Sales Director,10,155000
21,Female,High School,Junior Sales Representative,0,25000
36,Male,Bachelor's Degree,Sales Manager,11,160000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
30,Male,Master's Degree,Financial Manager,7,120000
28,Female,PhD,Director of Marketing,6,105000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
28,Female,Master's Degree,Marketing Manager,7,110000
34,Male,PhD,Director of Marketing,12,170000
31,Male,Bachelor's Degree,Sales Director,9,140000
24,Female,High School,Sales Associate,1,30000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
27,Female,Master's Degree,Content Marketing Manager,4,80000
33,Male,PhD,Sales Director,10,155000
21,Female,High School,Junior Sales Representative,0,25000
36,Male,Bachelor's Degree,Sales Manager,11,160000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
30,Male,Master's Degree,Financial Manager,7,120000
28,Female,PhD,Director of Marketing,6,105000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
28,Female,Master's Degree,Marketing Manager,7,110000
34,Male,PhD,Director of Marketing,12,170000
31,Male,Bachelor's Degree,Sales Director,9,140000
24,Female,High School,Sales Associate,1,30000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
27,Female,Master's Degree,Content Marketing Manager,4,80000
33,Male,PhD,Sales Director,10,155000
21,Female,High School,Junior Sales Representative,0,25000
36,Male,Bachelor's Degree,Sales Manager,11,160000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
30,Male,Master's Degree,Financial Manager,7,120000
28,Female,PhD,Director of Marketing,6,105000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
28,Female,Master's Degree,Marketing Manager,7,110000
34,Male,PhD,Director of Marketing,12,170000
31,Male,Bachelor's Degree,Sales Director,9,140000
24,Female,High School,Sales Associate,1,30000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
27,Female,Master's Degree,Content Marketing Manager,4,80000
33,Male,PhD,Sales Director,10,155000
21,Female,High School,Junior Sales Representative,0,25000
36,Male,Bachelor's Degree,Sales Manager,11,160000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
30,Male,Master's Degree,Financial Manager,7,120000
28,Female,PhD,Director of Marketing,6,105000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
28,Female,Master's Degree,Marketing Manager,7,110000
34,Male,PhD,Director of Marketing,12,170000
31,Male,Bachelor's Degree,Sales Director,9,140000
24,Female,High School,Sales Associate,1,30000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
27,Female,Master's Degree,Content Marketing Manager,4,80000
33,Male,PhD,Sales Director,10,155000
21,Female,High School,Junior Sales Representative,0,25000
36,Male,Bachelor's Degree,Sales Manager,11,160000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
30,Male,Master's Degree,Financial Manager,7,120000
28,Female,PhD,Director of Marketing,6,105000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
28,Female,Master's Degree,Marketing Manager,7,110000
34,Male,PhD,Director of Marketing,12,170000
31,Male,Bachelor's Degree,Sales Director,9,140000
24,Female,High School,Sales Associate,1,30000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
27,Female,Master's Degree,Content Marketing Manager,4,80000
33,Male,PhD,Sales Director,10,155000
21,Female,High School,Junior Sales Representative,0,25000
36,Male,Bachelor's Degree,Sales Manager,11,160000
25,Female,Bachelor's Degree,Marketing Manager,3,65000
30,Male,Master's Degree,Financial Manager,7,120000
28,Female,PhD,Director of Marketing,6,105000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000
28,Female,Master's Degree,Marketing Manager,7,110000
34,Male,PhD,Director of Marketing,12,170000
31,Male,Bachelor's Degree,Sales Director,9,140000
24,Female,High School,Sales Associate,1,30000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000
27,Female,Master's Degree,Content Marketing Manager,4,80000
33,Male,PhD,Sales Director,10,155000
21,Female,High School,Junior Sales Representative,0,25000
36,Male,Bachelor's Degree,Sales Manager,11,160000
23,Male,Bachelor's Degree,Software Engineer,1,60000
39,Female,Master's Degree,Marketing Manager,12,150000
28,Male,Bachelor's Degree,Financial Analyst,4,80000
31,Female,PhD,Research Scientist,8,120000
35,Male,Bachelor's Degree,Project Manager,10,130000
27,Female,Bachelor's Degree,Graphic Designer,2,50000
42,Male,Master's Degree,Senior Software Engineer,18,180000
29,Female,Bachelor's Degree,Digital Marketing Specialist,3,60000
33,Male,Bachelor's Degree,Marketing Manager,7,110000
24,Female,High School,Sales Associate,0,25000
30,Male,Master's Degree,Financial Analyst,6,100000
26,Female,Bachelor's Degree,Social Media Manager,3,55000
32,Male,PhD,Data Scientist,9,140000
22,Female,High School,Receptionist,0,25000
37,Male,Bachelor's Degree,Product Manager,12,150000
38,Female,Master's Degree,Marketing Director,14,170000
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
27,Male,Bachelor's Degree,Product Designer,3,60000
34,Female,PhD,Research Director,10,150000
26,Male,Bachelor's Degree,Marketing Analyst,2,50000
31,Female,Master's Degree,Financial Manager,7,120000
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
27,Male,Bachelor's Degree,Product Designer,3,60000
34,Female,PhD,Research Director,10,150000
26,Male,Bachelor's Degree,Marketing Analyst,2,50000
31,Female,Master's Degree,Financial Manager,7,120000
23,Male,Bachelor's Degree,Software Engineer,1,60000
39,Female,Master's Degree,Marketing Manager,12,150000
28,Male,Bachelor's Degree,Financial Analyst,4,80000
31,Female,PhD,Research Scientist,8,120000
35,Male,Bachelor's Degree,Project Manager,10,130000
27,Female,Bachelor's Degree,Graphic Designer,2,50000
42,Male,Master's Degree,Senior Software Engineer,18,180000
29,Female,Bachelor's Degree,Digital Marketing Specialist,3,60000
33,Male,Bachelor's Degree,Marketing Manager,7,110000
24,Female,High School,Sales Associate,0,25000
30,Male,Master's Degree,Financial Analyst,6,100000
26,Female,Bachelor's Degree,Social Media Manager,3,55000
32,Male,PhD,Data Scientist,9,140000
22,Female,High School,Receptionist,0,25000
37,Male,Bachelor's Degree,Product Manager,12,150000
38,Female,Master's Degree,Marketing Director,14,170000
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
27,Male,Bachelor's Degree,Product Designer,3,60000
34,Female,PhD,Research Director,10,150000
26,Male,Bachelor's Degree,Marketing Analyst,2,50000
31,Female,Master's Degree,Financial Manager,7,120000
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
27,Male,Bachelor's Degree,Product Designer,3,60000
34,Female,PhD,Research Director,10,150000
26,Male,Bachelor's Degree,Marketing Analyst,2,50000
31,Female,Master's Degree,Financial Manager,7,120000
23,Male,Bachelor's Degree,Software Engineer,1,60000
39,Female,Master's Degree,Marketing Manager,12,150000
28,Male,Bachelor's Degree,Financial Analyst,4,80000
31,Female,PhD,Research Scientist,8,120000
35,Male,Bachelor's Degree,Project Manager,10,130000
27,Female,Bachelor's Degree,Graphic Designer,2,50000
42,Male,Master's Degree,Senior Software Engineer,18,180000
29,Female,Bachelor's Degree,Digital Marketing Specialist,3,60000
33,Male,Bachelor's Degree,Marketing Manager,7,110000
24,Female,High School,Sales Associate,0,25000
30,Male,Master's Degree,Financial Analyst,6,100000
26,Female,Bachelor's Degree,Social Media Manager,3,55000
32,Male,PhD,Data Scientist,9,140000
22,Female,High School,Receptionist,0,25000
37,Male,Bachelor's Degree,Product Manager,12,150000
38,Female,Master's Degree,Marketing Director,14,170000
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
27,Male,Bachelor's Degree,Product Designer,3,60000
34,Female,PhD,Research Director,10,150000
